pair_id,material_id_a,cpse_a,material_id_b,cpse_b,relation_type,decision_status,conflict_attributes,conflict_tier,difficulty,source_type
CF-PR-0008,MAT-0046,CPSE_01,MAT-CF-0008,CPSE_01,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0009,MAT-0053,CPSE_05,MAT-CF-0009,CPSE_05,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0010,MAT-0067,CPSE_04,MAT-CF-0010,CPSE_04,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0011,MAT-0070,CPSE_02,MAT-CF-0011,CPSE_02,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0012,MAT-0071,CPSE_02,MAT-CF-0012,CPSE_02,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0013,MAT-0072,CPSE_03,MAT-CF-0013,CPSE_03,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0014,MAT-0079,CPSE_01,MAT-CF-0014,CPSE_01,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0015,MAT-0081,CPSE_05,MAT-CF-0015,CPSE_05,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0016,MAT-0084,CPSE_01,MAT-CF-0016,CPSE_01,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0017,MAT-0087,CPSE_04,MAT-CF-0017,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0018,MAT-0089,CPSE_04,MAT-CF-0018,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0019,MAT-0093,CPSE_05,MAT-CF-0019,CPSE_05,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0020,MAT-0094,CPSE_05,MAT-CF-0020,CPSE_05,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0021,MAT-0097,CPSE_05,MAT-CF-0021,CPSE_05,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0022,MAT-0102,CPSE_04,MAT-CF-0022,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0023,MAT-0104,CPSE_02,MAT-CF-0023,CPSE_02,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0024,MAT-0107,CPSE_04,MAT-CF-0024,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0025,MAT-0112,CPSE_02,MAT-CF-0025,CPSE_02,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0026,MAT-0114,CPSE_03,MAT-CF-0026,CPSE_03,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0027,MAT-0115,CPSE_04,MAT-CF-0027,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0028,MAT-0124,CPSE_03,MAT-CF-0028,CPSE_03,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0029,MAT-0125,CPSE_04,MAT-CF-0029,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0030,MAT-0126,CPSE_01,MAT-CF-0030,CPSE_01,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0031,MAT-0131,CPSE_02,MAT-CF-0031,CPSE_02,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0032,MAT-0133,CPSE_04,MAT-CF-0032,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0033,MAT-0139,CPSE_02,MAT-CF-0033,CPSE_02,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0034,MAT-0140,CPSE_01,MAT-CF-0034,CPSE_01,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0035,MAT-0142,CPSE_05,MAT-CF-0035,CPSE_05,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0036,MAT-0145,CPSE_02,MAT-CF-0036,CPSE_02,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0037,MAT-0149,CPSE_03,MAT-CF-0037,CPSE_03,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0038,MAT-0153,CPSE_04,MAT-CF-0038,CPSE_04,VARIANT_OF,APPROVED,nominal_size,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0039,MAT-0163,CPSE_02,MAT-CF-0039,CPSE_02,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0040,MAT-0170,CPSE_02,MAT-CF-0040,CPSE_02,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0041,MAT-0185,CPSE_05,MAT-CF-0041,CPSE_05,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0042,MAT-0196,CPSE_01,MAT-CF-0042,CPSE_01,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0043,MAT-0197,CPSE_03,MAT-CF-0043,CPSE_03,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0044,MAT-0203,CPSE_01,MAT-CF-0044,CPSE_01,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0045,MAT-0205,CPSE_01,MAT-CF-0045,CPSE_01,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0046,MAT-0206,CPSE_01,MAT-CF-0046,CPSE_01,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0047,MAT-0211,CPSE_02,MAT-CF-0047,CPSE_02,VARIANT_OF,APPROVED,grade,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0048,MAT-0216,CPSE_02,MAT-CF-0048,CPSE_02,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0049,MAT-0217,CPSE_03,MAT-CF-0049,CPSE_03,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0050,MAT-0221,CPSE_01,MAT-CF-0050,CPSE_01,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0051,MAT-0223,CPSE_04,MAT-CF-0051,CPSE_04,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0052,MAT-0225,CPSE_03,MAT-CF-0052,CPSE_03,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0053,MAT-0227,CPSE_01,MAT-CF-0053,CPSE_01,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0054,MAT-0233,CPSE_04,MAT-CF-0054,CPSE_04,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0055,MAT-0239,CPSE_04,MAT-CF-0055,CPSE_04,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0056,MAT-0246,CPSE_01,MAT-CF-0056,CPSE_01,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0057,MAT-0253,CPSE_05,MAT-CF-0057,CPSE_05,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0058,MAT-0255,CPSE_01,MAT-CF-0058,CPSE_01,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0059,MAT-0268,CPSE_02,MAT-CF-0059,CPSE_02,VARIANT_OF,APPROVED,voltage,near_miss,HARD,SYNTHETIC_MUTATION
