material_id,cpse_id,canonical_id,material_code,description_original,base_uom,source_system,source_record_id,source_file,source_row,ingestion_timestamp,processing_version,source_type
MAT-0211,CPSE_02,CAN-040,MAT-66293,STUD BOLT CARBON STEEL,Nos.,SAP_S4HANA,REC-211,synthetic_generator,211,2026-09-18T22:42:29.606296,2.0,SYNTHETIC
MAT-CF-0047,CPSE_02,CAN-040_VARIANT,MAT-32893,STUD BOLT CARBON STEEL 8.8X,Nos.,SAP_ECC,REC-CF-47,synthetic_generator,211,2026-09-18T22:42:29.606332,2.0,SYNTHETIC_MUTATION
MAT-0212,CPSE_01,CAN-040,MAT-22365,STUD BOLT CS,EACH,SAP_ECC,REC-212,synthetic_generator,212,2026-09-18T22:42:29.606357,2.0,SYNTHETIC
MAT-0213,CPSE_03,CAN-040,MAT-75400,STUD BOLT CS 8.8,PCS,SAP_S4HANA,REC-213,synthetic_generator,213,2026-09-18T22:42:29.606384,2.0,SYNTHETIC
MAT-0214,CPSE_03,CAN-040,MAT-28934,STUD BOLT CS,PCS,SAP_ECC,REC-214,synthetic_generator,214,2026-09-18T22:42:29.606407,2.0,SYNTHETIC
MAT-0215,CPSE_02,CAN-041,MAT-83755,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KV,m,SAP_S4HANA,REC-215,synthetic_generator,215,2026-09-18T22:42:29.606598,2.0,SYNTHETIC
MAT-0216,CPSE_02,CAN-041,MAT-27585,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KV,MTR,SAP_S4HANA,REC-216,synthetic_generator,216,2026-09-18T22:42:29.606623,2.0,SYNTHETIC
MAT-CF-0048,CPSE_02,CAN-041_VARIANT,MAT-81389,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KVX,MTR,SAP_ECC,REC-CF-48,synthetic_generator,216,2026-09-18T22:42:29.606670,2.0,SYNTHETIC_MUTATION
MAT-0217,CPSE_03,CAN-041,MAT-15123,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KV,MTR,SAP_S4HANA,REC-217,synthetic_generator,217,2026-09-18T22:42:29.606690,2.0,SYNTHETIC
MAT-CF-0049,CPSE_03,CAN-041_VARIANT,MAT-53918,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KVX,MTR,SAP_ECC,REC-CF-49,synthetic_generator,217,2026-09-18T22:42:29.606732,2.0,SYNTHETIC_MUTATION
MAT-0218,CPSE_03,CAN-041,MAT-77841,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KV,Meter,SAP_S4HANA,REC-218,synthetic_generator,218,2026-09-18T22:42:29.606753,2.0,SYNTHETIC
MAT-0219,CPSE_05,CAN-041,MAT-83109,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KV,m,SAP_S4HANA,REC-219,synthetic_generator,219,2026-09-18T22:42:29.606772,2.0,SYNTHETIC
MAT-0220,CPSE_05,CAN-041,MAT-51959,CONTROL CABLE 4 CORE 2.5 SQ.MM 11,M,SAP_S4HANA,REC-220,synthetic_generator,220,2026-09-18T22:42:29.606793,2.0,SYNTHETIC
MAT-0221,CPSE_01,CAN-041,MAT-64398,CONTROL CABLE 4 CORE 2.5 SQ.MM 11,M,SAP_S4HANA,REC-221,synthetic_generator,221,2026-09-18T22:42:29.606822,2.0,SYNTHETIC
MAT-CF-0050,CPSE_01,CAN-041_VARIANT,MAT-11930,CONTROL CABLE 4 CORE 2.5 SQ.MM 11 KVX,M,SAP_ECC,REC-CF-50,synthetic_generator,221,2026-09-18T22:42:29.606865,2.0,SYNTHETIC_MUTATION
MAT-0222,CPSE_05,CAN-041,MAT-70881,CONTROL CABLE 4 CORE 2.5 SQ.MM 11,Meter,SAP_ECC,REC-222,synthetic_generator,222,2026-09-18T22:42:29.606889,2.0,SYNTHETIC
MAT-0223,CPSE_04,CAN-042,MAT-16727,CONTROL CABLE 4 CORE 1.5 SQ.MM 11,MTR,SAP_S4HANA,REC-223,synthetic_generator,223,2026-09-18T22:42:29.607076,2.0,SYNTHETIC
MAT-CF-0051,CPSE_04,CAN-042_VARIANT,MAT-62554,CONTROL CABLE 4 CORE 1.5 SQ.MM 11 KVX,MTR,SAP_ECC,REC-CF-51,synthetic_generator,223,2026-09-18T22:42:29.607125,2.0,SYNTHETIC_MUTATION
MAT-0224,CPSE_02,CAN-042,MAT-75801,CONTROL CABLE 4 CORE 1.5 SQ.MM 11,m,SAP_ECC,REC-224,synthetic_generator,224,2026-09-18T22:42:29.607152,2.0,SYNTHETIC
MAT-0225,CPSE_03,CAN-042,MAT-25898,CONTROL CABLE 4 CORE 1.5 SQ.MM 11,m,SAP_S4HANA,REC-225,synthetic_generator,225,2026-09-18T22:42:29.607178,2.0,SYNTHETIC
MAT-CF-0052,CPSE_03,CAN-042_VARIANT,MAT-60576,CONTROL CABLE 4 CORE 1.5 SQ.MM 11 KVX,m,SAP_ECC,REC-CF-52,synthetic_generator,225,2026-09-18T22:42:29.607221,2.0,SYNTHETIC_MUTATION
MAT-0226,CPSE_02,CAN-042,MAT-37156,CONTROL CABLE 4 CORE 1.5 SQ.MM 11 KV,Meter,SAP_S4HANA,REC-226,synthetic_generator,226,2026-09-18T22:42:29.607242,2.0,SYNTHETIC
MAT-0227,CPSE_01,CAN-043,MAT-84287,CONTROL CABLE 12 CORE 1.5 SQ.MM 11 KV,m,SAP_ECC,REC-227,synthetic_generator,227,2026-09-18T22:42:29.607423,2.0,SYNTHETIC
MAT-CF-0053,CPSE_01,CAN-043_VARIANT,MAT-37856,CONTROL CABLE 12 CORE 1.5 SQ.MM 11 KVX,m,SAP_ECC,REC-CF-53,synthetic_generator,227,2026-09-18T22:42:29.607478,2.0,SYNTHETIC_MUTATION
MAT-0228,CPSE_05,CAN-043,MAT-23674,CONTROL CABLE 12 CORE 1.5 SQ.MM 11,M,SAP_S4HANA,REC-228,synthetic_generator,228,2026-09-18T22:42:29.607503,2.0,SYNTHETIC
MAT-0229,CPSE_04,CAN-043,MAT-83475,CONTROL CABLE 12 CORE 1.5 SQ.MM 11 KV,M,SAP_S4HANA,REC-229,synthetic_generator,229,2026-09-18T22:42:29.607524,2.0,SYNTHETIC
MAT-0230,CPSE_04,CAN-043,MAT-55121,CONTROL CABLE 12 CORE 1.5 SQ.MM 11,MTR,SAP_S4HANA,REC-230,synthetic_generator,230,2026-09-18T22:42:29.607545,2.0,SYNTHETIC
MAT-0231,CPSE_05,CAN-043,MAT-14005,CONTROL CABLE 12 CORE 1.5 SQ.MM 11,m,SAP_ECC,REC-231,synthetic_generator,231,2026-09-18T22:42:29.607566,2.0,SYNTHETIC
MAT-0232,CPSE_03,CAN-044,MAT-78711,POWER CABLE 4 CORE 2.5 SQ.MM 11 KV,m,SAP_S4HANA,REC-232,synthetic_generator,232,2026-09-18T22:42:29.607742,2.0,SYNTHETIC
MAT-0233,CPSE_04,CAN-044,MAT-34375,POWER CABLE 4 CORE 2.5 SQ.MM 11,m,SAP_S4HANA,REC-233,synthetic_generator,233,2026-09-18T22:42:29.607783,2.0,SYNTHETIC
MAT-CF-0054,CPSE_04,CAN-044_VARIANT,MAT-73602,POWER CABLE 4 CORE 2.5 SQ.MM 11 KVX,m,SAP_ECC,REC-CF-54,synthetic_generator,233,2026-09-18T22:42:29.607830,2.0,SYNTHETIC_MUTATION
MAT-0234,CPSE_05,CAN-044,MAT-52339,POWER CABLE 4 CORE 2.5 SQ.MM 11,MTR,SAP_ECC,REC-234,synthetic_generator,234,2026-09-18T22:42:29.607859,2.0,SYNTHETIC
MAT-0235,CPSE_02,CAN-044,MAT-97759,POWER CABLE 4 CORE 2.5 SQ.MM 11 KV,M,SAP_S4HANA,REC-235,synthetic_generator,235,2026-09-18T22:42:29.607880,2.0,SYNTHETIC
MAT-0236,CPSE_04,CAN-044,MAT-92202,POWER CABLE 4 CORE 2.5 SQ.MM 11 KV,M,SAP_ECC,REC-236,synthetic_generator,236,2026-09-18T22:42:29.607903,2.0,SYNTHETIC
MAT-0237,CPSE_05,CAN-044,MAT-27042,POWER CABLE 4 CORE 2.5 SQ.MM 11,M,SAP_ECC,REC-237,synthetic_generator,237,2026-09-18T22:42:29.607923,2.0,SYNTHETIC
MAT-0238,CPSE_02,CAN-045,MAT-22176,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3,m,SAP_S4HANA,REC-238,synthetic_generator,238,2026-09-18T22:42:29.608108,2.0,SYNTHETIC
MAT-0239,CPSE_04,CAN-045,MAT-61537,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3 KV,Meter,SAP_S4HANA,REC-239,synthetic_generator,239,2026-09-18T22:42:29.608130,2.0,SYNTHETIC
MAT-CF-0055,CPSE_04,CAN-045_VARIANT,MAT-18081,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3 KVX,Meter,SAP_ECC,REC-CF-55,synthetic_generator,239,2026-09-18T22:42:29.608177,2.0,SYNTHETIC_MUTATION
MAT-0240,CPSE_01,CAN-045,MAT-62243,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3,M,SAP_ECC,REC-240,synthetic_generator,240,2026-09-18T22:42:29.608202,2.0,SYNTHETIC
MAT-0241,CPSE_01,CAN-045,MAT-28828,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3 KV,m,SAP_S4HANA,REC-241,synthetic_generator,241,2026-09-18T22:42:29.608223,2.0,SYNTHETIC
MAT-0242,CPSE_01,CAN-045,MAT-25742,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3,M,SAP_S4HANA,REC-242,synthetic_generator,242,2026-09-18T22:42:29.608245,2.0,SYNTHETIC
MAT-0243,CPSE_05,CAN-045,MAT-13888,CONTROL CABLE 3 CORE 2.5 SQ.MM 3.3 KV,m,SAP_ECC,REC-243,synthetic_generator,243,2026-09-18T22:42:29.608264,2.0,SYNTHETIC
MAT-0244,CPSE_05,CAN-046,MAT-22269,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,m,SAP_S4HANA,REC-244,synthetic_generator,244,2026-09-18T22:42:29.608445,2.0,SYNTHETIC
MAT-0245,CPSE_04,CAN-046,MAT-43265,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,m,SAP_ECC,REC-245,synthetic_generator,245,2026-09-18T22:42:29.608473,2.0,SYNTHETIC
MAT-0246,CPSE_01,CAN-046,MAT-93143,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,M,SAP_ECC,REC-246,synthetic_generator,246,2026-09-18T22:42:29.608494,2.0,SYNTHETIC
MAT-CF-0056,CPSE_01,CAN-046_VARIANT,MAT-73035,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KVX,M,SAP_ECC,REC-CF-56,synthetic_generator,246,2026-09-18T22:42:29.608544,2.0,SYNTHETIC_MUTATION
MAT-0247,CPSE_02,CAN-046,MAT-92135,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,MTR,SAP_S4HANA,REC-247,synthetic_generator,247,2026-09-18T22:42:29.608566,2.0,SYNTHETIC
MAT-0248,CPSE_01,CAN-046,MAT-64539,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,MTR,SAP_S4HANA,REC-248,synthetic_generator,248,2026-09-18T22:42:29.608586,2.0,SYNTHETIC
MAT-0249,CPSE_01,CAN-046,MAT-36176,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,M,SAP_S4HANA,REC-249,synthetic_generator,249,2026-09-18T22:42:29.608607,2.0,SYNTHETIC
MAT-0250,CPSE_04,CAN-046,MAT-39872,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,Meter,SAP_ECC,REC-250,synthetic_generator,250,2026-09-18T22:42:29.608629,2.0,SYNTHETIC
MAT-0251,CPSE_04,CAN-046,MAT-77167,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3,M,SAP_S4HANA,REC-251,synthetic_generator,251,2026-09-18T22:42:29.608651,2.0,SYNTHETIC
MAT-0252,CPSE_05,CAN-047,MAT-37484,POWER CABLE 4 CORE 240 SQ.MM 3.3,Meter,SAP_ECC,REC-252,synthetic_generator,252,2026-09-18T22:42:29.608830,2.0,SYNTHETIC
MAT-0253,CPSE_05,CAN-047,MAT-19716,POWER CABLE 4 CORE 240 SQ.MM 3.3 KV,MTR,SAP_ECC,REC-253,synthetic_generator,253,2026-09-18T22:42:29.608856,2.0,SYNTHETIC
MAT-CF-0057,CPSE_05,CAN-047_VARIANT,MAT-77516,POWER CABLE 4 CORE 240 SQ.MM 3.3 KVX,MTR,SAP_ECC,REC-CF-57,synthetic_generator,253,2026-09-18T22:42:29.608910,2.0,SYNTHETIC_MUTATION
MAT-0254,CPSE_03,CAN-047,MAT-39052,POWER CABLE 4 CORE 240 SQ.MM 3.3 KV,M,SAP_S4HANA,REC-254,synthetic_generator,254,2026-09-18T22:42:29.608930,2.0,SYNTHETIC
MAT-0255,CPSE_01,CAN-047,MAT-85620,POWER CABLE 4 CORE 240 SQ.MM 3.3 KV,MTR,SAP_S4HANA,REC-255,synthetic_generator,255,2026-09-18T22:42:29.608951,2.0,SYNTHETIC
MAT-CF-0058,CPSE_01,CAN-047_VARIANT,MAT-40665,POWER CABLE 4 CORE 240 SQ.MM 3.3 KVX,MTR,SAP_ECC,REC-CF-58,synthetic_generator,255,2026-09-18T22:42:29.608994,2.0,SYNTHETIC_MUTATION
MAT-0256,CPSE_04,CAN-047,MAT-41789,POWER CABLE 4 CORE 240 SQ.MM 3.3,M,SAP_ECC,REC-256,synthetic_generator,256,2026-09-18T22:42:29.609015,2.0,SYNTHETIC
MAT-0257,CPSE_05,CAN-047,MAT-35810,POWER CABLE 4 CORE 240 SQ.MM 3.3 KV,M,SAP_S4HANA,REC-257,synthetic_generator,257,2026-09-18T22:42:29.609034,2.0,SYNTHETIC
MAT-0258,CPSE_03,CAN-047,MAT-73072,POWER CABLE 4 CORE 240 SQ.MM 3.3 KV,Meter,SAP_S4HANA,REC-258,synthetic_generator,258,2026-09-18T22:42:29.609058,2.0,SYNTHETIC
MAT-0259,CPSE_02,CAN-047,MAT-35737,POWER CABLE 4 CORE 240 SQ.MM 3.3 KV,m,SAP_ECC,REC-259,synthetic_generator,259,2026-09-18T22:42:29.609076,2.0,SYNTHETIC
MAT-0260,CPSE_03,CAN-048,MAT-60543,CONTROL CABLE 12 CORE 240 SQ.MM 11 KV,m,SAP_ECC,REC-260,synthetic_generator,260,2026-09-18T22:42:29.609252,2.0,SYNTHETIC
MAT-0261,CPSE_05,CAN-048,MAT-40927,CONTROL CABLE 12 CORE 240 SQ.MM 11,M,SAP_ECC,REC-261,synthetic_generator,261,2026-09-18T22:42:29.609280,2.0,SYNTHETIC
MAT-0262,CPSE_02,CAN-048,MAT-94827,CONTROL CABLE 12 CORE 240 SQ.MM 11,m,SAP_ECC,REC-262,synthetic_generator,262,2026-09-18T22:42:29.609309,2.0,SYNTHETIC
MAT-0263,CPSE_03,CAN-049,MAT-80450,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,Meter,SAP_ECC,REC-263,synthetic_generator,263,2026-09-18T22:42:29.609483,2.0,SYNTHETIC
MAT-0264,CPSE_02,CAN-049,MAT-48388,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,MTR,SAP_ECC,REC-264,synthetic_generator,264,2026-09-18T22:42:29.609509,2.0,SYNTHETIC
MAT-0265,CPSE_02,CAN-049,MAT-58918,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,m,SAP_ECC,REC-265,synthetic_generator,265,2026-09-18T22:42:29.609529,2.0,SYNTHETIC
MAT-0266,CPSE_03,CAN-049,MAT-77188,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,MTR,SAP_ECC,REC-266,synthetic_generator,266,2026-09-18T22:42:29.609548,2.0,SYNTHETIC
MAT-0267,CPSE_04,CAN-049,MAT-75069,CONTROL CABLE 4 CORE 2.5 SQ.MM 3.3 KV,m,SAP_S4HANA,REC-267,synthetic_generator,267,2026-09-18T22:42:29.609568,2.0,SYNTHETIC
MAT-0268,CPSE_02,CAN-050,MAT-26192,POWER CABLE 3 CORE 1.5 SQ.MM 1.1,M,SAP_ECC,REC-268,synthetic_generator,268,2026-09-18T22:42:29.609748,2.0,SYNTHETIC
MAT-CF-0059,CPSE_02,CAN-050_VARIANT,MAT-66237,POWER CABLE 3 CORE 1.5 SQ.MM 1.1 KVX,M,SAP_ECC,REC-CF-59,synthetic_generator,268,2026-09-18T22:42:29.609812,2.0,SYNTHETIC_MUTATION
MAT-0269,CPSE_02,CAN-050,MAT-20827,POWER CABLE 3 CORE 1.5 SQ.MM 1.1,Meter,SAP_ECC,REC-269,synthetic_generator,269,2026-09-18T22:42:29.609839,2.0,SYNTHETIC
MAT-0270,CPSE_05,CAN-050,MAT-77622,POWER CABLE 3 CORE 1.5 SQ.MM 1.1 KV,m,SAP_ECC,REC-270,synthetic_generator,270,2026-09-18T22:42:29.609860,2.0,SYNTHETIC
