corpus_id,organization,source_system,source_section,tender_reference,tender_id,description,description_kind,item_type_hint,quantity,unit,location,product_category,document_url,source_url
M010555,Oil India Limited,oil-india.com,historical tenders,CGI2637P20,,"HIRING OF 1 (ONE) NO. BRAND NEW MAHINDRA BOLERO, ABS, BS IV, NON AC, DIESEL DRIVEN VEHICLE FOR PLYING UNDER PS3 E and C SECTION, JORHAT FOR A PERIOD OF FOUR (4) YEARS FROM PS1(DULIAJAN) TO PIPELINE KILOMETER 260(SEKONI) INCLUDING TENGAKHAT PUMP STATION AND NUMALIGARH (NSPL),FETENGBORE REPEATER STATION",historical_tender,pump,,,,National,,https://www.oil-india.com/old-tender?page=585&op=
M010556,Oil India Limited,oil-india.com,historical tenders,CGI9921P22,,"HIRING OF 1 (ONE) NO. BRAND NEW TATA SFC 407 PICK UP, NON AC, DIESEL DRIVEN BS-VI VEHICLE OR EQUIVALENT WITH SOFT TOP BODY OF STEEL FRAME COVERED WITH CANVAS. THE CARRIAGE PART OF THE PICK UP SHOULD HAVE A SEATING ARRANGEMENT ALONG BOTH SIDES OF THE VEHICLE. THE CONTRACT WILL BE FOR A PERIOD OF 4 (FOUR) YEARS SUBJECT TO GOOD CONDITION OF THE VEHICLE & SATISFACTORY SERVICE",historical_tender,steel,,,,National,,https://www.oil-india.com/old-tender?page=203&op=
M010557,Oil India Limited,oil-india.com,historical tenders,CGI6248P18,,"HIRING OF 1 (ONE) NO. BRAND NEW TATA SUMO GOLD 2 WHEEL DRIVE WITH POWER STEERING BSIV DIESEL DRIVEN NON A.C VEHICLE FOR PLYING AT PS-8, SONAPUR LAND SECTION FOR A PERIOD OF 4 (FOUR) YEARS UNDER OPERATION SECTION, PS-8, SONAPUR, WEST BENGAL",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=793&op=
M010558,Oil India Limited,oil-india.com,historical tenders,CGI6775P18,,"HIRING OF 1 (ONE) NO. BRAND NEW TATA SUMO GOLD 2 WHEEL DRIVE WITH POWER STEERING FOR A PERIOD OF 4 (FOUR) YEARS UNDER OPERATION SECTION, PS-8, SONAPUR, WEST BENGAL",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=779&op=
M010559,Oil India Limited,oil-india.com,historical tenders,CGI6242P18,,"HIRING OF 1 (ONE) NO. BRAND NEW TATA SUMO GOLD 2 WHEEL DRIVE WITH POWER STEERING FOR PLYING AT PS-8, SONAPUR",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=794&op=
M010560,Oil India Limited,oil-india.com,historical tenders,CGI4779P21,,"HIRING OF 1 (ONE) NO. BRAND TOURS DIESEL DZIRE DIESEL VEHICLE AC POWER STEERING BS COMPLIANT (LATEST STAGE) AS PREVALENT AND AVAILABLE IN THE MARKET AT THE TIME OF DELIVERY FOR PLYING WITH COEES DEPARTMENT,GUWAHATI FOR A PERIOD OF 4 (FOUR) YEARS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=498&op=
M010561,Oil India Limited,oil-india.com,historical tenders,CGI3892P20,,"HIRING OF 1 (ONE) NO. MAHINDRA BOLERO, DI4WD, DIESEL DRIVEN VEHICLE or above model (new) with latest BS compliance FOR PLYING AT PS-3, JORHAT FOR ROW PATROLLING for 4(Four) years",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=537&op=
M010562,Oil India Limited,oil-india.com,historical tenders,CGI0678P23,,"HIRING OF 1 (ONE) NUMBER BRAND NEW BOLERO- AC, POWER STEERING BS COMPLIANT (LATEST STAGE) B6 MODEL OR EQUIVALENT FOR EMERGENCY PURPOSE UNDER ADMINISTRATION SECTION FOR A PERIOD OF 4(FOUR) YEARS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=232&op=
M010563,Oil India Limited,oil-india.com,historical tenders,CGI2813P20,,HIRING OF 1 ONE NO BRAND NEW MAHINDRA BOLERO PLUS 4 2 WHEEL DRIVE BS IV DIESEL DRIVEN NON AC VEHICLE FOR TELECOM SECTION PS8 FOR A PERIOD OF 4 FOUR YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=578&op=
M010564,Oil India Limited,oil-india.com,historical tenders,CGI2466P20,,"HIRING OF 1 ONE NO. MAHINDRA BOLERO, LX 4WD, BS IV, DIESEL DRIVEN VEHICLE FOR PLYING AT PS 7, MAHARIHAT FOR ROW PATROLLING FOR A PERIOD OF 4 YEARs",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=583&op=
M010565,Oil India Limited,oil-india.com,historical tenders,CGI6479P18,,"HIRING OF 1(ONE) NO. BRAND NEW MINI BUS MODEL : TATA STAR BUS MARCOPOLO STD, LP712/42, FBV, 32+D, BS4 FOR PLYING AT ADMIN SECTION, PHQ, NARENGI FOR A PERIOD OF 4 (FOUR) YEARS” UNDER ADMINISTRATION SECTION, PHQ, GUWAHATI, ASSAM",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=790&op=
M010566,Oil India Limited,oil-india.com,historical tenders,CGI4108P20,,"HIRING OF 1(ONE) NO. BRAND NEW SCORPIO S-11 2WD DIESEL BS-6 (LATEST BS COMPLIANT) OR HIGHER MODEL FOR PS8, SONAPUR PIPELINE MAINTENANCE SECTION FOR A PERIOD OF 4(FOUR) YEARS",historical_tender,pipe,,,,National,,https://www.oil-india.com/old-tender?page=503&op=
M010567,Oil India Limited,oil-india.com,historical tenders,CGI4564P21,,"HIRING OF 1(ONE) NO. LATEST BS COMPLIANT BRAND NEW MINIBUS (MAKE-EICHER STARLINE 10.75E OR HIGHER MODEL ),2WD,2X2 SEATING TYPE,26 SEATER,COMPANY BUILT BODY,DIESEL DRIVEN VEHICLE UNDER PS-7,MADARIHAT OPERATION SECTION FOR A PERIOD OF 4(FOUR) YEARS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=509&op=
M010568,Oil India Limited,oil-india.com,historical tenders,CGI2545P23,,"HIRING OF 1(ONE) NOS. BRAND NEW MAHINDRA BOLERO B6 VARIANT OR EQUIVALENT/HIGHER MODEL VEHICLE [DIESEL DRIVEN, COMPLIANT TO BS-VI (OR) LATEST EMISSION NORMS WITH COMMERCIAL REGISTRATION AND STANDARD COMPANY PROVIDED FITTINGS & ACCESSORIES] FOR PLYING UNDER OPERATIONAL AREAS OF PS-7, MADARIHAT FOR A PERIOD OF 4(FOUR) YEARS",historical_tender,pipe fitting,,,,National,,https://www.oil-india.com/old-tender?page=166&op=
M010569,Oil India Limited,oil-india.com,historical tenders,CGI1576P23,,"HIRING OF 1(ONE) NOS. BRAND NEW MAHINDRA BOLERO,B6 VARIANT OR EQUIVALENT/HIGHER MODEL VEHICLE [DIESEL DRIVEN, COMPLIANT TO BS-VI (OR) LATEST EMISSION NORMS WITH COMMERCIAL REGISTRATION AND STANDARD COMPANY PROVIDED FITTINGS & ACCESSORIES] FOR ROW PATROLLING PURPOSES UNDER OPERATION SECTION OF PS-7,MADARIHAT FOR A PERIOD OF 4(FOUR) YEARS",historical_tender,pipe fitting,,,,National,,https://www.oil-india.com/old-tender?page=213&op=
M010570,Oil India Limited,oil-india.com,historical tenders,CGI3850P24,,"HIRING OF 2 (TWO) NOS. OF BRAND-NEW MINIBUS MODEL: STAR BUS,32 + 1 STR, LP712/42, BS VI OR EQUIVALENT FOR PLYING AT ADMIN SECTION, PHQ., NARENGI FOR A PERIOD OF 4 (FOUR) YEARS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=102&op=
M010571,Oil India Limited,oil-india.com,historical tenders,CDI2863P17,,HIRING OF 4 (FOUR) NOS. 12KL CAPACITY BOWSERS WITH SELF LOADING AND UNLOADING FACILITIES,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=936&op=
M010572,Oil India Limited,oil-india.com,historical tenders,CJI5736P18,,"HIRING OF A BRAND NEW MAHINDRA SCORPIO (MODEL S4, 2.2, 4WD) BS-IV (7SEATER) WITH AIR BAG & AC (TAXI REGISTRATION)",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=831&op=
M010573,Oil India Limited,oil-india.com,historical tenders,CGI6517P21,,"HIRING OF A BRAND NEW NON- A.C. TATA ""YODHA CREW CABIN"", 4X4 drive(4WD)OR HIGHER MODEL HAVING BS-VI NORMS,4WD,DIESEL ENGINE DRIVEN VEHICLE FOR PLYING AT BARAUNI PUMP STATION (OIL INDIA LIMITED),BIHAR FOR A PERIOD OF 4(FOUR) YEARS",historical_tender,pump,,,,National,,https://www.oil-india.com/old-tender?page=447&op=
M010574,Oil India Limited,oil-india.com,historical tenders,LCP4789L24,,"HIRING OF A PROFESSIONAL AGENCY FOR SETTING UP OIL EXHIBITION STALL /PAVILION AT SPG 2023, KOCHI",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=52&op=
M010575,Oil India Limited,oil-india.com,historical tenders,GEM/2024/B/4463714,,HIRING OF AMBIENT AIR QUALITY MONITORING SERVICES FOR RAJASTHAN FIELD FOR A PERIOD OF 03 (THREE) YEARS,historical_tender,,,,,GEM,,https://www.oil-india.com/old-tender?page=12&op=
M010576,Oil India Limited,oil-india.com,historical tenders,ECP6385L18,,"HIRING OF BLOCK AUDITOR AT KG BASIN PROJECT, KAKINADA",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=804&op=
M010577,Oil India Limited,oil-india.com,historical tenders,CDO4585P18,,HIRING OF BOWSERS (06 NOS) OF CAPACITY 12 KL (MINIMUM) EACH WITH BRAND NEW TRUCK CHASSIS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=869&op=
M010578,Oil India Limited,oil-india.com,historical tenders,CDI1567P17,,HIRING OF BOWSERS (09 NOS) OF CAPACITY 09KL (MINIMUM) EACH FOR TRANSPORTATION OF DRILLING / WORK-OVER FLUID,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=984&op=
M010579,Oil India Limited,oil-india.com,historical tenders,CGI0172P23,,"HIRING OF BRAND NEW MINI BUS (MODEL: TATA STARBUS MARCOPOLO STD LP712/45) 32+D, BS6 OR EQUIVALENT FOR PLYING AT ADMIN SECTION, PHQ NARENGI FOR A PERIOD OF 4 (FOUR) YEARS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=270&op=
M010580,Oil India Limited,oil-india.com,historical tenders,FB:EOI/T/1023/2023,,"HIRING OF BUNDLED SERVICES (CEMENTING AND MUD ENGINEERING SERVICES) FOR 02 (TWO) YEARS (WITH PROVISION FOR 1-YEAR EXTENSION) FOR DRILLING AND WORKOVER JOBS IN TULAMARA DSF BLOCK, TRIPURA",historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=70&op=
M010581,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-53,,HIRING OF BUNDLED WELL TESTING SERVICES,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=530&op=
M010582,Oil India Limited,oil-india.com,historical tenders,CLI0775P19,,"HIRING OF CAFETERIA SERVICES AND OTHER ALLIED SERVICES AT OIL HOUSE, PLOT NO. 19, SECTOR-16A, NOIDA, UTTAR PRADESH",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=654&op=
M010583,Oil India Limited,oil-india.com,historical tenders,LCP2249L23,,"HIRING OF CARE TAKING SERVICES FOR OIL GUEST HOUSE AT S-393, GK-II, NEW DELHI",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=178&op=
M010584,Oil India Limited,oil-india.com,historical tenders,CJI3525P17,,HIRING OF CARETAKING SERVICES FOR OIL GUEST HOUSE AT JODHPUR FOR A FIXED PERIOD OF FOUR(04) YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=906&op=
M010585,Oil India Limited,oil-india.com,historical tenders,CJG3622P17,,HIRING OF CEMENTING & BHP SERVICES FOR HORIZONTAL AND THERMAL COMPLETION WELLS ALONG WITH NON THERMAL VERTICAL WELLS IN PML BLOCKS OF OIL,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=901&op=
M010586,Oil India Limited,oil-india.com,historical tenders,CJG9867P19,,HIRING OF CEMENTING & BHP SERVICES FOR THERMAL AND NON-THERMAL COMPLETION VERTICAL/DEVIATED WELLS IN PML & OALP BLOCKS OF OIL INDIA LIMITED IN RAJASTHAN PROJECT,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=680&op=
M010587,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-CEMENTING & LINER HANGER/54/2019,,"HIRING OF CEMENTING AND LINER HANGER SERVICES INCLUDING SUPPLY OF ALL EQUIPMENTS, MANPOWER, MATERIALS AND CONSUMABLES",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=559&op=
M010588,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-CEMENTING & LINER HANGER/54-A/2022,,"HIRING OF CEMENTING AND LINER HANGER SERVICES INCLUDING SUPPLY OF ALL EQUIPMENTS, MANPOWER, MATERIALS AND CONSUMABLES FOR DRILLING OF TWO (2) EXPLORATORY VERTICAL DRILLING WELLS IN SHAKTHI BLOCK-II, GABON WITH AN OPTION OF EXTENSION OF THE CONTRACT TO ANOTHER DRILLING LOCATION AT THE SOLE OPTION OF THE COMPANY (OIL)",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=313&op=
M010589,Oil India Limited,oil-india.com,historical tenders,OIL/NEF/GLOBAL/EOI/031/2016,,"HIRING OF CEMENTING SERVICES FOR EXPLORATORY DRILLING IN NELP-VI BLOCK (MZ-ONN-2004/1) IN THE STATE OF MIZORAM, INDIA",historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=1042&op=
M010590,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-CIVIL ENGG/49-B/2023,,"HIRING OF CIVIL ENGINEERING CONTRACTOR FOR ADDITIONAL JOBS IN CONSTRUCTION OF PLINTH, REPAIRING OF PLINTH AND BASE CAM AREA, APPROACH ROADS, MAINTENANCE OF PLINTH, BASE CAMP, APPROACH ROAD FOR DRILLING OF 2 (TWO) EXPLORATORY WELLS IN SHAKTHI BLOCK-II, GABON",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=107&op=
M010591,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-CIVIL/49/2019,,"HIRING OF CIVIL ENGINEERING SERVICE FOR CONSTRUCTION OF APPROACH ROAD, WELL PLINTH, ROAD OVER PLINTH, RIG FOUNDATION, EFFLUENT PIT ETC INCLUDING MAINTENANCE & RESTORATIONS FOR TWO NUMBERS OF EXPLORATORY DRILLING LOCATIONS WITH AN OPTION FOR EXTENSION OF THE CONTRACT TO ANOTHER DRILLING LOCATION AT THE SOLE OPTION OF THE COMPANY (OIL)",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=654&op=
M010592,Oil India Limited,oil-india.com,historical tenders,CDI4442P21,,HIRING OF CONSULTANCY SERVICE (QUALITY ASSURANCE AND AERB LICENSING SERVICE),historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=511&op=
M010593,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-PMC/51/2019,,"HIRING OF CONSULTANCY SERVICE FOR WELL DRILLING PROJECT MANAGEMENT, SUPERVISION, MONITORING and CLOSE OUT FOR DRILLING and TESTING OF 2 TWO EXPLORATORY WELLS IN SHAKTHI BLOCK II OF GABON",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=577&op=
M010594,Oil India Limited,oil-india.com,historical tenders,EOI/O/623/2020-21,,HIRING OF CONSULTANCY SERVICE TO STUDY OIL’S CURRENT BUSINESS NEEDS AND EXPECTATIONS AND PREPARE BUSINESS CASE OUTLINING VALUE PROPOSITION OF MIGRATING OIL’S SAP SYSTEM TO S/4 HANA,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=458&op=
M010595,Oil India Limited,oil-india.com,historical tenders,CLI4813P21,,"HIRING OF CONSULTANCY SERVICES FOR CONDUCTING ASSESSMENT DEVELOPMENT CENTER (ADC) FOR GRADE ‘E’, ‘F’, ‘G’ AND ‘H’ EXECUTIVES IN OIL INDIA LIMITED",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=501&op=
M010596,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-PAYROLL/01/2021,,"HIRING OF CONSULTANCY SERVICES FOR PAYROLL AND SOCIAL TAX SERVICES, ANNUAL SALARY DECLARATION, PERSONAL INCOME TAX FOR THE YEAR 2021 to 2023 (From July 2021 to Dec 2023)",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=429&op=
M010597,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-PAYROLL/920/2023,,"HIRING OF CONSULTANCY SERVICES FOR PAYROLL AND SOCIAL TAX SERVICES,ANNUAL SALARY DECLARATION,PERSONAL INCOME TAX FOR THE YEAR 2024 TO 2025 (From January 2024 to Dec 2025)",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=37&op=
M010598,Oil India Limited,oil-india.com,historical tenders,CLI3534L20,,HIRING OF CONSULTANCY SERVICES FOR PREPARATION OF INTEGRATED ANNUAL REPORT 2019 2020 OF OIL INDIA LIMITED,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=553&op=
M010599,Oil India Limited,oil-india.com,historical tenders,CGI1629P23,,HIRING OF CONSULTANCY SERVICES FOR PROJECT MANAGEMENT (PMC) FOR 5 NOS. OF MICROTUNNELLING WORK AND INSTALLATION OF HYDROCARBON PIPELINES INSIDE THE TUNNEL ALONG OIL’S ROW/ROU IN THE STATE OF ASSAM AND WEST BENGAL,historical_tender,pipe,,,,National,,https://www.oil-india.com/old-tender?page=206&op=
M010600,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-50,,HIRING OF CONSULTANCY SERVICES FOR WELL ENGINEERING AND WELL SUPERVISION FOR DRILLING and TESTING SHALLOW OFFSHORE APPRAISAL DEVELOPMENT WELLS IN DSF II BLOCK KG OSDSF GSKW 2018 IN EAST COAST OF ANDHRA PRADESH INDIA,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=591&op=
M010601,Oil India Limited,oil-india.com,historical tenders,CJI1361P20,,HIRING OF Comprehensive Operation and Maintenance(O and M) Contract of 5MWp Solar Photo Voltaic Power Plant,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=634&op=
M010602,Oil India Limited,oil-india.com,historical tenders,CGI9944P22,,"HIRING OF DIESEL TRUCK (MAKE: TATA OR EQUIVALENT) FOR PIPELINE MAINTENANCE PS 5 BASE FOR A PERIOD OF 4 (FOUR) YEARS WITH ASSAM, WEST BENGAL AND BIHAR ROAD PERMIT",historical_tender,pipe,,,,National,,https://www.oil-india.com/old-tender?page=275&op=
M010603,Oil India Limited,oil-india.com,historical tenders,CGI3917P24,,"HIRING OF ELECTRICAL SERVICES FOR REPAIR,SERVICING,GAS CHARGING AND SUPPLY OF REQUISITE SPARES FOR SPLIT AND WINDOW AIR CONDITIONERS AT PS10 BARAUNI and PS09 DUMAR",historical_tender,spares,,,,National,,https://www.oil-india.com/old-tender?page=26&op=
M010604,Oil India Limited,oil-india.com,historical tenders,GCO0574P23,,"HIRING OF ELECTRICAL SERVICES FOR WIRING AND ELECTRIFICATION JOBS OF DRIVER'S REST ROOM AND RECORD CUM SANITATION ROOM AT PS8, SONAPUR",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=54&op=
M010605,Oil India Limited,oil-india.com,historical tenders,CGI0572P23,,"HIRING OF ELECTRICAL SUPPORT SERVICES FOR ELECTRICAL MAINTENANCES AND WORKSHOP SERVICES AT PS3, JORHAT FOR A PERIOD OF 3 (Three) YEARS WITH A PROVISION OF EXTENSION BY ANOTHER ONE (1) YEAR",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=234&op=
M010606,Oil India Limited,oil-india.com,historical tenders,CGI8923P22,,"HIRING OF ENGINEERING AND PROJECT MANAGEMENT CONSULTANCY (EPMC) SERVICES FOR ""CONSTRUCTION OF TWO NUMBERS OF MULTI-STORIED (G+6) RESIDENTIAL BUILDING BLOCKS INSIDE OIL’S HOUSING COLONY AT NARANGI, GUWAHATI, ASSAM",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=328&op=
M010607,Oil India Limited,oil-india.com,historical tenders,CGI9761P22,,"HIRING OF ENGINEERING AND PROJECT MANAGEMENT CONSULTANT (EPMC) SERVICES FOR “CONSTRUCTION OF CENTRALIZED CORE REPOSITORY INSIDE OIL’S PHQ PREMISES AT NARANGI, GUWAHATI, ASSAM”",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=275&op=
M010608,Oil India Limited,oil-india.com,historical tenders,CJG4758P18,,HIRING OF HORIZONTAL DRLG & MUD ENGG. SERVICES,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=864&op=
M010609,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-46,,"HIRING OF HPHT WELL ACTIVATION SERVICES COMPRISING OF COILED TUBING UNIT, NITROGEN PUMPING UNIT, NITROGEN STORAGE TANKS,SUPPLY OF LIQUID NITROGEN AND OPERATING CREW EAST GODAVARI DISTRICT OF ANDHRA PRADESH & YANAM DISTRICT OF PUDUCHERRY, INDIA",historical_tender,pump,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=825&op=
M010610,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-44,,"HIRING OF HYDRAULIC FRACTURING (HF) SERVICE, WELL ACTIVATION & CLEAN OUT SERVICE WITH CTU & NPU UNIT, SUPPLY OF RETRIEVABLE SEAL BORE PACKER, SSD WITH SERVICES…",historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=874&op=
M010611,Oil India Limited,oil-india.com,historical tenders,CLI7196P22,,"HIRING OF INTERNET LEASED LINE(ILL) CONNECTIVITY SERVICES(WITH SYMMETRIC BANDWIDTH OF 100 MBPS 1:1) FOR ONE YEAR OIL'S OFFICE PREMISE AT 6TH FLOOR SB TOWER, NOIDA,UP-201301",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=430&op=
M010612,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ LINER HANGER/54-B/2023,,"HIRING OF LINER HANGER SERVICES INCLUDING SUPPLY OF ALL EQUIPMENTS, MANPOWER, MATERIALS AND CONSUMABLES FOR DRILLING OF TWO (2) EXPLORATORY VERTICAL DRILLING WELLS IN SHAKTHI BLOCK-II, GABON WITH AN OPTION OF EXTENSION OF THE CONTRACT TO ANOTHER DRILLING LOCATION AT THE SOLE OPTION OF THE COMPANY (OIL)",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=29&op=
M010613,Oil India Limited,oil-india.com,historical tenders,GEM/2022/B/2392504,,HIRING OF MAINTENANCE SERVICE FOR BEAUTIFICATION OF OIL TOWNSHIP DULIAJAN,historical_tender,,,,,GEM,,https://www.oil-india.com/old-tender?page=234&op=
M010614,Oil India Limited,oil-india.com,historical tenders,CJI4572P21,,HIRING OF MAN MANAGEMENT CONTRACT SERVICEFOR WELL LOGGING IN RAJASTHAN FIELDS UNDER GEOSCIENCE DEPARTMENT FOR A PERIOD OF TWO (02) YEARS WITH A PROVISION OF EXTENSION BYANOTHER ONE (01) YEAR OR PART THEREOF,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=510&op=
M010615,Oil India Limited,oil-india.com,historical tenders,CJI2167P20,,"HIRING OF MAN POWER RECRUITMENT AGENCY FOR RECRUITMENT OF WORKMEN IN RAJASTHAN PROJECT FOR A PERIOD OF ONE(01) YEAR WITH A PROVISION FOR EXTENSION BY ANOTHER ONE(01) YEAR OR PART THEREOF AT THE SAME RATES, TREMS and CONDITIONS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=606&op=
M010616,Oil India Limited,oil-india.com,historical tenders,CJI9198P19,,"HIRING OF MANPOWER SERVICES ON CALL-OUT BASIS FOR RAJASTHAN PROJECT OF OIL INDIA LIMITED, RAJASTHAN, INDIA",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=700&op=
M010617,Oil India Limited,oil-india.com,historical tenders,CDI 5378P15,,HIRING OF MISCELLANEOUS SERVICES LIKE ATTENDING TELEPHONE CALLS AND POLLUTION CONTROL AT WELL SITES ETC. FOR A PERIOD OF 4(FOUR) YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1215&op=
M010618,Oil India Limited,oil-india.com,historical tenders,CDI4009P15,,HIRING OF MISCELLANEOUS SERVICES LIKE ATTENDING TELEPHONE CALLS AND POLLUTION CONTROL AT WELL SITES FOR A PERIOD OF 4(FOUR) YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1263&op=
M010619,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-51,,"HIRING OF MOBILE RIG PACKAGE 1000 HP WITH SERVICES FOR TESTING AND COMPLETION OF HPHT EXPLORATORY WELLS IN NELP VI BLOCK: KG ONN 2004 1 IN EAST GODAVARI DISTRICT OF ANDHRA PRADESH, INDIA",historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=552&op=
M010620,Oil India Limited,oil-india.com,historical tenders,CJI4476L18,,HIRING OF MOBILE STEAM GENERATOR SERVICES,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=874&op=
M010621,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-MUD ENGG/55-A/2022,,"HIRING OF MUD ENGINEERING SERVICES INCLUDING SUPPLY OF MUD CHEMICALS / MATERIALS, MUD TESTING LABORATORY AND EQUIPMENTS FOR DRILLING OF 2 (TWO) EXPLORATORY WELLS IN SHAKTHI BLOCK-II, GABON, WITH AN OPTION FOR EXTENSION OF THE CONTRACT TO ANOTHER DRILLING LOCATION AT THE SOLE OPTION OF THE COMPANY (OIL)",historical_tender,chemical,,,,Global,,https://www.oil-india.com/old-tender?page=314&op=
M010622,Oil India Limited,oil-india.com,historical tenders,CJG2200P17,,HIRING OF MUD LOGGING SERVICE DURING DRILLING OF WELLS IN RAJASTHAN PROJECT FOR A PERIOD OF ONE YEAR WITH PROVISION FOR EXTENSION BY ANOTHER ONE YEAR,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=934&op=
M010623,Oil India Limited,oil-india.com,historical tenders,CJG8362P19,,"HIRING OF MUD LOGGING SERVICES FOR A PERIOD OF TWO (02) YEARS WITH A PROVISION OF EXTENSION BY ANOTHER ONE(01) YEAR OR PART THEREOF AT THE SAME RATE, TERMS AND CONDITION FOR RAJASTHAN PROJECT",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=736&op=
M010624,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-MLU/56/2019,,"HIRING OF MUD LOGGING UNIT AND SERVICES WITH ALL EQUIPMENT, CONSUMABLES AND MANPOWER FOR 2 EXPLORATORY VERTICAL WELLS",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=556&op=
M010625,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-MLU/56/2019,,"HIRING OF MUD LOGGING UNIT and SERVICES WITH ALL EQUIPMENT, CONSUMABLES AND MANPOWER FOR 2 EXPLORATORY VERTICAL WELLS",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=556&op=
M010626,Oil India Limited,oil-india.com,historical tenders,CGI6351P21,,HIRING OF ONE (01) BOLERO B4(BS6 compliance) OR HIGHER MODEL WITH STANDARD FITTINGS FOR VIGILANCE RELATED JOBS AROUND GUWAHATI AND OTHER DISTRICTS IN ASSSAM FOR A PERIOD OF FOUR YEARS,historical_tender,pipe fitting,,,,National,,https://www.oil-india.com/old-tender?page=447&op=
